bad,loan,mortdue,value,reason,job,yoj,derog,delinq,clage,ninq,clno,debtinc
0,22500,127709,167975,DebtCon,Office,1,,0,367.19,,51,37.888
0,22400,127967,167764,DebtCon,Office,1,,0,377.86,,52,36.439
0,14800,90722,105695,DebtCon,Office,31,,0,321.41,2,50,35.241
0,16500,48491,112677,HomeImp,Office,2,,2,138.1,1,23,37.253
0,18000,55169,114786,HomeImp,Office,2,,2,120.15,0,24,37.548
0,20600,124323,166781,DebtCon,Office,4,,1,381.03,,51,37.169
0,16200,49780,109050,HomeImp,Office,2,,2,128.29,0,23,39.577
0,19600,128876,162994,DebtCon,Office,2,,1,382.31,,52,36.068
0,17300,96138,124066,DebtCon,Office,1,,2,271.78,0,30,40.405
0,15200,53433,114245,HomeImp,Office,2,,3,155.37,1,24,36.955
0,20200,125647,166423,DebtCon,Office,1,,0,395.15,,51,36.133
0,17100,49951,111291,HomeImp,Office,1,,2,151.1,1,23,39.487
0,22100,60396,101741,DebtCon,Office,8,,0,97.02,1,17,35.682
0,17900,56273,111507,HomeImp,Office,1,,2,123.02,1,23,39.491
0,16700,54079,112463,HomeImp,Office,1,,3,134.93,1,23,37.034
0,21900,66859,104878,DebtCon,Office,7,,1,116.53,1,18,38.885
0,21000,63405,86804,DebtCon,Office,5,,,156.87,,15,37.434
0,7800,42802,52422,HomeImp,Office,8,,,193.08,,18,26.496
0,6400,39687,51666,HomeImp,Office,9,,,177.59,,19,26.121
0,5400,47844,52040,HomeImp,Office,8,,,189.03,,18,24.701
0,17500,102858,138977,DebtCon,Office,2,,,100.28,2,15,31.669
0,21300,67282,86861,DebtCon,Office,4,,,173.79,,15,37.365
0,27700,120070,153652,DebtCon,Office,4,,,300.17,2,35,43.92
0,6100,48300,53388,HomeImp,Office,9,,,178.49,,19,26.72
0,15400,101981,145125,DebtCon,Office,3,,,105.55,3,15,32.699
0,17900,70444,95860,HomeImp,Office,7,,,95.68,0,11,38.143
0,8200,39175,55848,HomeImp,Office,10,,,161.66,,18,24.2
0,22600,63363,90816,DebtCon,Office,3,,,174.33,,15,38.742
0,26900,115638,145440,DebtCon,Office,4,,,294.7,2,36,43.909
0,5600,41439,53893,HomeImp,Office,8,,,181.32,,19,24.651
0,23000,62893,90989,DebtCon,Office,4,,,179.85,,16,38.631
0,25300,118744,153552,DebtCon,Office,5,,,307.88,1,35,43.469
0,21900,61468,87450,DebtCon,Office,5,,,166.61,,16,38.201
0,16700,67238,96535,HomeImp,Office,7,,,103.47,0,10,39.35
0,25300,115226,153900,DebtCon,Office,6,,,303.01,2,36,41.715
0,16200,104896,137950,DebtCon,Office,2,,,112.28,2,15,32.761
0,22900,64350,93126,DebtCon,Office,6,,,181.83,,16,39.391
0,19500,58474,89240,DebtCon,Office,6,,,172.87,,15,38.824
0,20900,62615,87904,DebtCon,Office,5,,,177.86,,15,36.831
0,20500,59969,90311,DebtCon,Office,5,,,151.58,,15,36.505
0,21500,67377,86502,DebtCon,Office,5,,,158.64,,15,37.755
0,17000,97517,141718,DebtCon,Office,2,,,128.42,3,15,31.166
0,21900,61838,92091,DebtCon,Office,5,,,171.58,,16,37.8
0,17900,102054,143103,DebtCon,Office,5,,,125.86,2,16,32.847
0,26300,114956,147793,DebtCon,Office,3,,,296.56,2,35,43.807
0,17000,98451,138012,DebtCon,Office,3,,,120.24,2,15,33.954
0,43900,5149,67021,HomeImp,Office,,0,0,317.41,0,18,16.146
0,16400,85601,100078,HomeImp,Office,,0,0,176.7,1,25,43.027
0,14800,86861,93341,HomeImp,Office,,0,0,162.02,0,26,42.897
0,15300,84989,98781,HomeImp,Office,,0,0,184.55,0,25,43.017
0,18600,14167,71194,DebtCon,Office,,0,0,264.02,0,21,40.247
0,42800,6929,67573,HomeImp,Office,,0,0,299.38,0,19,14.042
0,40800,12064,66193,HomeImp,Office,,0,0,305.79,0,18,12.936
0,43100,13356,64852,HomeImp,Office,,0,0,320.31,0,19,15.605
0,14900,85486,97795,HomeImp,Office,,0,0,173.01,1,26,41.584
0,16000,85228,91519,HomeImp,Office,,0,0,162.77,0,26,43.584
0,40900,14719,69488,HomeImp,Office,,0,0,318.06,0,18,15.078
0,42700,9330,67950,HomeImp,Office,,0,0,305.7,0,19,12.846
0,42500,9898,65778,HomeImp,Office,,0,0,318.26,0,18,15.653
0,18500,14111,71628,DebtCon,Office,,0,0,246.99,0,22,39.612
0,14600,86199,95034,HomeImp,Office,,0,0,164.3,1,25,41.546
0,42900,8117,66731,HomeImp,Office,,0,0,315.25,0,19,13.312
0,18400,16756,66340,DebtCon,Office,,0,0,239.84,0,21,38.663
0,40700,11541,64714,HomeImp,Office,,1,0,298.65,0,19,16.53
0,21500,10193,75649,DebtCon,Office,,0,0,247.81,0,22,39.149
0,7700,35100,45000,DebtCon,Office,10,0,0,206.97,1,23,
0,25000,65700,93400,DebtCon,Office,10,0,0,149.17,0,21,
0,63900,62200,140030,HomeImp,Office,10,0,1,126.8,0,12,
0,24600,41300,61700,DebtCon,Office,19,0,0,181.63,2,22,
0,10000,64320,102375,DebtCon,Office,10,0,0,148.17,1,13,
0,10000,32000,59000,DebtCon,Office,24,0,1,232.33,1,29,
0,10000,147234,175300,HomeImp,Office,6,0,0,192.77,1,56,
0,10800,11950,46780,HomeImp,Office,24,0,0,268.9,0,20,
0,20000,56683,90600,DebtCon,Office,2,0,0,155.2,1,22,
0,6500,55000,88300,HomeImp,Office,29,0,0,234.4,1,17,
0,27000,45482,77000,DebtCon,Office,0.8,0,0,164.3,3,19,
0,5200,91250,110000,HomeImp,Office,24,0,0,123.77,1,12,
0,9300,44026,70535,HomeImp,Office,12,3,1,245.9,2,29,
0,1700,97800,112000,HomeImp,Office,3,0,0,93.33,0,14,
0,15000,59000,86420,DebtCon,Office,1.5,0,0,160.3,0,25,
0,6500,75113,115900,HomeImp,Office,29,0,0,332.73,2,38,
0,18000,90000,120600,DebtCon,Office,25,0,0,272.93,3,17,
0,30000,48000,97000,DebtCon,Office,3,0,0,173.5,2,25,
0,13700,94650,109650,DebtCon,Office,3.5,0,1,268.83,1,34,
0,10300,61000,75000,DebtCon,Office,12,0,0,251.53,4,37,
0,17000,55820,88683,DebtCon,Office,0.5,0,0,74.03,0,23,
0,9000,82700,121000,DebtCon,Office,9,0,0,131.9,1,22,
0,20000,49034,98250,DebtCon,Office,2,0,4,167.37,0,47,
0,50000,44000,59000,DebtCon,Office,12,0,1,102.5,2,26,
0,10000,124000,192000,HomeImp,Office,0,0,1,346.97,0,16,
0,13900,62103,80000,DebtCon,Office,5.5,0,0,120.7,1,20,
0,14500,49348,68000,DebtCon,Office,0.2,0,0,178.6,0,25,
0,18300,35975,60500,DebtCon,Office,13,0,2,118.67,1,22,
0,16000,42000,63400,HomeImp,Office,3.5,0,0,123.8,0,18,
0,25000,23900,55700,,Office,2.5,0,0,116.63,2,7,
0,8400,43900,55000,DebtCon,Office,1,0,0,169.43,1,21,
0,10200,54900,79000,DebtCon,Office,14,0,0,113.63,0,24,
0,25000,94000,125000,DebtCon,Office,11,0,1,151.13,0,29,
0,20000,39000,62000,DebtCon,Office,6,0,0,170.43,2,27,
0,10000,66000,89145,DebtCon,Office,9,0,0,215.03,3,29,
0,3000,47000,56400,HomeImp,Office,21,0,0,201.87,0,20,
0,11000,15129,29375,DebtCon,Office,6,0,1,102.43,0,17,
0,15000,89126,118300,DebtCon,Office,0.4,,3,263.17,1,30,
0,19000,122000,158000,DebtCon,Office,2,,1,374.03,,52,
0,20000,59964,100000,DebtCon,Office,8,,1,106.83,2,18,
0,19000,57429,86250,DebtCon,Office,5,,,175.5,,16,
0,15000,95300,135700,DebtCon,Office,3,,,115.67,3,16,
0,5000,39000,50340,HomeImp,Office,10,,,179.83,,19,
0,18000,7051,66200,DebtCon,Office,,0,0,250.57,0,22,
0,12500,77100,90550,HomeImp,Office,,0,0,173.47,1,26,
0,15800,,96642,DebtCon,Office,26,0,0,335.15,0,16,12.707
0,6800,,72310,HomeImp,Office,1,0,0,48.82,0,3,40.787
0,7900,,67081,HomeImp,Office,1,0,0,59.08,0,4,41.078
0,7900,,31602,HomeImp,Office,20,0,0,192.12,0,15,35.586
0,20900,,73849,HomeImp,Office,7,0,0,124.96,1,5,18.481
0,15700,,54557,DebtCon,Office,2,0,0,93.04,2,8,41.256
0,23800,,71798,HomeImp,Office,6,0,0,119.71,2,5,19.625
0,15300,,53184,DebtCon,Office,1,0,0,81.63,1,9,39.008
0,8000,,68572,HomeImp,Office,1,0,0,53.94,0,4,37.704
0,7200,,74610,HomeImp,Office,1,0,0,40.18,0,3,37.941
0,15100,,57940,DebtCon,Office,0,0,0,86.89,1,8,38.85
0,15800,,96579,DebtCon,Office,28,0,0,328.21,0,15,12.154
0,47600,,86652,HomeImp,Office,7,0,0,304.06,0,13,31.571
0,5700,,69172,HomeImp,Office,1,0,0,48.85,0,3,38.774
0,7900,,35422,HomeImp,Office,19,0,0,184.39,0,15,37.837
0,8500,,27873,HomeImp,Office,21,0,0,190.06,0,15,38.375
0,46700,,81114,HomeImp,Office,10,0,0,295.73,0,12,33.415
0,47500,,76836,HomeImp,Office,11,0,0,290.65,0,13,34.147
0,8500,,32907,HomeImp,Office,18,0,0,169.95,1,15,35.313
0,22000,,72304,HomeImp,Office,9,0,0,120.53,2,4,20.176
0,5400,,65474,HomeImp,Office,1,0,0,40.71,0,4,37.849
0,16600,,50732,DebtCon,Office,0,0,0,96.36,2,9,42.399
0,7700,,68131,HomeImp,Office,1,0,0,56.61,0,3,40.5
0,6300,,72890,HomeImp,Office,1,0,0,41.25,0,3,39.198
0,20900,,74233,HomeImp,Office,6,0,0,123.11,1,4,20.782
0,11300,,28600,HomeImp,Office,20,0,0,190.03,0,15,39.009
0,15300,,92320,DebtCon,Office,28,0,0,326,0,15,15.336
0,15400,,55421,DebtCon,Office,2,0,0,81.28,2,9,38.724
0,9400,,30455,HomeImp,Office,18,0,0,194.61,0,16,39
0,20700,,64980,HomeImp,Office,6,0,0,112.64,1,5,17.693
0,17100,,96036,DebtCon,Office,27,0,0,327,0,15,12.499
0,45000,,76673,HomeImp,Office,11,0,0,297.3,0,13,
0,7500,,26850,HomeImp,Office,20,0,0,185.63,1,16,
0,15000,,48800,DebtCon,Office,2,0,0,86.27,2,9,
0,5000,,65400,HomeImp,Office,1.5,0,0,51.77,0,4,
0,20000,,64928.84,HomeImp,Office,8,0,0,122.67,2,5,
0,58000,39436,75446,DebtCon,Other,2,0,0,102.21,0,20,30.165
0,18900,91784,117626,DebtCon,Other,21,0,0,280.12,0,16,25.673
0,13300,61414,72101,,Other,12,0,0,260.07,0,27,27.287
0,10200,82630,99250,DebtCon,Other,1,0,0,107.53,1,32,40.281
0,14900,70872,88731,DebtCon,Other,4,0,0,244,3,26,29.048
0,14000,73062,88783,DebtCon,Other,6,0,0,211.1,2,18,42.255
0,12900,52353,62740,DebtCon,Other,2,0,0,167.52,0,13,37.358
0,30800,15428,45495,DebtCon,Other,28,0,0,200.51,0,15,42.388
0,23500,18989,51607,DebtCon,Other,26,0,1,206.77,0,24,27.551
0,15600,105959,121747,DebtCon,Other,0,0,0,120.53,2,21,39.295
0,8500,49266,64461,DebtCon,Other,22,0,0,264.41,3,29,37.977
0,14400,46551,68545,DebtCon,Other,7,0,0,118.75,3,49,29.571
0,13900,71425,81012,DebtCon,Other,2,0,0,242.94,2,26,32.175
0,14800,48910,70039,DebtCon,Other,8,0,1,94.97,3,48,30.921
0,16800,58193,82942,DebtCon,Other,1,0,0,320.06,3,16,42.846
0,8100,28187,32584,DebtCon,Other,0,1,0,27.05,10,7,29.288
0,9700,8852,60599,HomeImp,Other,7,2,1,359.1,1,21,16.872
0,7400,65032,83184,HomeImp,Other,15,0,0,230.42,1,35,35.415
0,11900,26601,52544,HomeImp,Other,0,0,0,240.69,0,11,40.776
0,24000,17575,50375,DebtCon,Other,23,0,0,135.76,0,11,22.981
0,7100,57863,70969,DebtCon,Other,0,0,0,65.87,7,21,26.829
0,8500,79484,87893,DebtCon,Other,1,0,0,123.62,1,10,35.759
0,31200,22907,46357,DebtCon,Other,0,0,0,62.42,0,6,15.028
0,13300,81944,108768,DebtCon,Other,5,0,0,81.11,1,13,33.87
0,16000,82097,100225,DebtCon,Other,0,0,0,129.37,0,22,39.827
0,24100,95549,112283,DebtCon,Other,22,0,0,243.35,0,28,39.083
0,25100,108235,201918,DebtCon,Other,24,0,0,199.49,0,19,23.652
0,8100,53863,74705,DebtCon,Other,0,0,0,66.29,8,21,26.046
0,22400,32665,56639,DebtCon,Other,13,0,0,101.76,1,25,31.47
0,10100,32608,47377,HomeImp,Other,9,0,0,67.39,0,3,35.69
0,22000,53212,85006,DebtCon,Other,20,0,0,218.48,1,21,32.856
0,19200,62215,76573,DebtCon,Other,18,0,0,199.88,1,21,36.024
0,18100,81916,104048,DebtCon,Other,0,0,0,154.43,0,18,33.678
0,15600,102881,117868,DebtCon,Other,11,0,0,287.44,2,19,31.76
0,51600,31536,81233,HomeImp,Other,2,1,0,267.13,6,13,40.155
0,9400,122412,178547,DebtCon,Other,7,0,0,226.09,0,19,35.463
0,27000,50375,70656,DebtCon,Other,8,0,0,125.72,1,20,43.134
0,20600,74828,106493,HomeImp,Other,5,1,0,204.07,1,12,30.223
0,14400,89605,106290,HomeImp,Other,20,0,0,121.75,4,24,29.304
0,13000,15374,59309,HomeImp,Other,6,2,0,355.13,1,21,15.824
0,8600,38646,54073,DebtCon,Other,14,0,0,89.56,0,11,32.53
0,11000,54641,65705,DebtCon,Other,5,0,0,323.19,0,10,33.3
0,11500,53151,71645,HomeImp,Other,7,0,0,135.8,0,16,35.852
0,10500,63130,71387,DebtCon,Other,3,0,2,305.56,0,10,32.178
0,10100,58446,71145,HomeImp,Other,4,0,1,244.62,1,15,38.117
0,19300,33970,102792,HomeImp,Other,6,0,0,145.02,0,14,31.874
0,5000,80153,97275,DebtCon,Other,1,0,0,120.68,2,10,37.513
0,14200,46320,62044,DebtCon,Other,6,0,0,106.98,2,49,29.058
0,22700,46929,71169,DebtCon,Other,6,0,0,57.88,2,19,35.552
0,14300,70322,88626,DebtCon,Other,3,0,0,244.84,2,26,32.648
0,5900,70973,77989,HomeImp,Other,7,0,0,120.38,0,24,41.443
0,12100,44484,64398,DebtCon,Other,3,0,0,263.04,0,20,28.804
0,10300,65382,73817,DebtCon,Other,1,0,0,190.65,1,17,34.193
0,11000,83639,98081,DebtCon,Other,10,0,0,155.37,4,22,42.54
0,9600,50655,59502,DebtCon,Other,0,0,0,93.43,0,20,37.982
0,9000,51091,68264,DebtCon,Other,22,0,0,277.76,2,29,39.387
0,10700,59588,69166,HomeImp,Other,6,0,0,133.91,0,17,36.181
0,5500,70481,82446,HomeImp,Other,8,0,1,116.59,0,24,37.613
0,9500,41541,57280,DebtCon,Other,6,0,0,69.23,1,10,29.16
0,35800,93309,137370,DebtCon,Other,12,0,0,70.02,0,36,41.862
0,17800,36902,57622,HomeImp,Other,9,0,0,121.88,0,10,19.142
0,10600,47701,66500,DebtCon,Other,10,0,0,103.01,0,23,37.31
0,22900,28217,52804,DebtCon,Other,14,0,0,109.37,1,25,30.588
0,11000,60123,74887,HomeImp,Other,3,0,1,242.25,2,16,37.68
0,35400,90295,139602,DebtCon,Other,12,0,0,62.81,0,35,40.23
0,16400,71264,94726,DebtCon,Other,1,0,0,177.26,1,31,35.034
0,15800,74575,95815,DebtCon,Other,7,2,0,69.58,0,21,24.109
0,12600,37699,59874,HomeImp,Other,22,0,0,114.24,0,23,38.683
0,17800,68889,85642,DebtCon,Other,0,2,2,105.77,2,25,34.63
0,17400,55575,78661,DebtCon,Other,17,1,0,198.99,1,20,38.991
0,13000,61509,77065,DebtCon,Other,6,0,0,172.85,2,17,35.391
0,13900,85358,101401,DebtCon,Other,0,0,0,145.79,0,22,40.114
0,12600,55415,74307,HomeImp,Other,29,1,2,198.85,0,23,36.838
0,22600,72522,91587,DebtCon,Other,2,0,0,99,2,30,35.262
0,12700,60122,93741,DebtCon,Other,0,0,0,38.33,1,3,42.109
0,18900,34583,59247,DebtCon,Other,15,0,0,89.34,0,17,39.99
0,18500,38145,59415,HomeImp,Other,25,0,0,241.9,0,14,23.871
0,18600,119741,212530,DebtCon,Other,4,1,0,202.29,0,17,27.074
0,9500,55862,62965,DebtCon,Other,15,0,4,223.1,0,36,26.141
0,10300,56127,72294,HomeImp,Other,28,1,3,184.35,0,24,34.634
0,8000,49232,61221,DebtCon,Other,23,0,0,258.19,3,29,41.247
0,20300,82996,118224,DebtCon,Other,11,0,0,287.61,1,16,34.187
0,6700,49367,59609,HomeImp,Other,6,0,0,99.3,0,17,25.231
0,9400,57105,67061,HomeImp,Other,6,0,0,129.51,0,34,35.735
0,28400,207687,242544,HomeImp,Other,8,0,0,134.01,0,41,41.298
0,28900,29515,49525,DebtCon,Other,36,0,0,288.66,0,24,39.606
0,8200,76268,89166,HomeImp,Other,23,0,0,341.86,1,46,29.87
0,20500,87892,136867,DebtCon,Other,10,0,0,96.93,3,15,40.163
0,30000,15214,38094,DebtCon,Other,26,0,0,199.47,0,15,39.55
0,9400,85448,94101,DebtCon,Other,2,0,0,104.11,2,32,39.542
0,15200,87116,105971,HomeImp,Other,21,0,0,147.95,4,24,27.962
0,10700,54091,67661,HomeImp,Other,27,0,2,188.53,0,24,38.589
0,12500,56960,69014,DebtCon,Other,4,0,0,307.64,0,10,30.362
0,18200,13925,94898,DebtCon,Other,22,0,0,223.9,2,41,35.998
0,27600,74964,118507,DebtCon,Other,5,0,0,91.71,1,32,39.147
0,32200,108871,151667,DebtCon,Other,11,0,0,227.42,0,40,40.183
0,26900,67144,92923,DebtCon,Other,16,0,0,89.11,1,17,32.791
0,4300,68815,79852,HomeImp,Other,6,0,0,105.12,0,14,41.806
0,13700,27536,45819,HomeImp,Other,7,0,0,73.46,2,12,28.709
0,13000,72931,96803,DebtCon,Other,6,0,0,208.67,2,18,41.052
0,12900,45215,66162,DebtCon,Other,4,0,0,170.76,0,14,39.248
0,4700,71855,88566,HomeImp,Other,2,2,0,283.96,0,5,36.475
0,21200,48273,71102,DebtCon,Other,7,0,0,73.3,2,19,34.659
0,31900,23517,47805,DebtCon,Other,0,0,0,78.81,0,7,16.728
0,18400,40673,60418,HomeImp,Other,27,0,0,247.65,0,13,24.98
0,15400,73793,86176,DebtCon,Other,2,1,0,229.37,3,26,30.959
0,16500,44946,64918,HomeImp,Other,25,0,0,247.28,0,14,24.358
0,42200,21427,61457,DebtCon,Other,19,0,0,183.48,1,30,39.865
0,19600,33284,61824,DebtCon,Other,14,0,0,119.47,1,17,37.785
0,30100,24350,40356,DebtCon,Other,0,0,0,81.84,0,6,13.41
0,20300,71387,107363,HomeImp,Other,4,0,0,219.87,0,13,29.567
0,23000,71902,101750,HomeImp,Other,5,0,0,214.39,0,13,29.046
0,9700,44652,63232,DebtCon,Other,9,0,0,102.17,0,22,37.035
0,6700,69773,83014,HomeImp,Other,0,1,0,263.17,0,5,37.707
0,36100,94801,146627,DebtCon,Other,11,0,0,64.38,1,36,40.235
0,14200,34558,40754,HomeImp,Other,8,0,0,76.43,2,11,31.041
0,21700,88313,139567,DebtCon,Other,11,0,0,89.84,3,14,39.099
0,7600,58622,77726,HomeImp,Other,15,0,0,249.63,2,36,34.882
0,11000,48538,63805,DebtCon,Other,9,0,0,88.61,0,22,38.026
0,21600,41105,65411,DebtCon,Other,25,0,0,303.23,3,32,35.247
0,15800,46716,60231,DebtCon,Other,3,0,0,191.32,0,13,28.054
0,22000,81668,123978,DebtCon,Other,8,0,0,285.14,1,16,37.417
0,6000,79046,103048,HomeImp,Other,0,0,0,181.7,0,32,37.29
0,12600,58247,72189,HomeImp,Other,30,0,3,198.24,0,23,35.794
0,27700,103249,206521,DebtCon,Other,24,0,0,196.78,0,19,25.688
0,16000,69861,87086,DebtCon,Other,7,0,0,205.33,2,18,43.436
0,18200,57980,79265,DebtCon,Other,16,0,0,194.05,0,20,37.726
0,28000,62376,104073,DebtCon,Other,16,1,0,146.14,0,30,39.76
0,5800,46595,58191,HomeImp,Other,5,0,0,80.13,0,17,24.14
0,26500,63345,100332,DebtCon,Other,16,0,0,139.51,0,30,38.427
0,9200,19756,26140,DebtCon,Other,0,1,0,0.49,9,7,27.075
0,15700,75764,97122,DebtCon,Other,5,2,0,70.73,0,21,24.432
0,10500,64331,65040,HomeImp,Other,4,0,0,66.54,1,20,42.332
0,5700,71556,79538,HomeImp,Other,2,0,0,92.64,0,15,41.21
0,13600,7627,59173,HomeImp,Other,7,2,0,362.51,1,22,14.267
0,5700,62319,82923,HomeImp,Other,4,0,0,117.67,0,15,42.465
0,27800,64804,97553,DebtCon,Other,15,1,0,105.1,1,17,32.178
0,18100,73356,86885,DebtCon,Other,10,0,0,73.75,3,12,31.571
0,14300,67018,81805,DebtCon,Other,1,0,0,253.59,3,25,30.686
0,9500,59494,75930,HomeImp,Other,0,0,0,99,0,6,36.888
0,17600,88661,114922,DebtCon,Other,13,0,0,152.75,1,7,36.766
0,11100,53232,86703,HomeImp,Other,16,0,0,183.21,0,29,26.875
0,15900,101412,119751,DebtCon,Other,9,0,0,299.95,2,18,30.177
0,7100,120176,180104,DebtCon,Other,8,0,0,221.61,0,18,32.674
0,7800,45391,61743,DebtCon,Other,12,0,0,105.09,0,22,36.705
0,19400,39334,103578,HomeImp,Other,6,0,0,127.53,0,15,31.368
0,14300,43826,70517,DebtCon,Other,0,0,0,260.08,0,20,28.84
0,20200,34676,62987,DebtCon,Other,1,0,0,112.8,0,17,22.093
0,22600,91177,112123,DebtCon,Other,24,0,0,251.58,1,26,42.078
0,4200,66272,82953,HomeImp,Other,3,0,0,110.28,0,15,43.451
0,16800,62557,95747,DebtCon,Other,0,0,0,188.19,1,31,35.286
0,7300,60973,79443,HomeImp,Other,14,0,0,239.62,1,36,36.727
0,25700,26059,51800,DebtCon,Other,24,0,0,118.03,0,10,23.085
0,12600,62493,77141,,Other,13,0,0,266.33,0,26,27.008
0,25400,158111,209649,HomeImp,Other,10,0,0,254.34,1,34,43.137
0,25800,137140,167096,DebtCon,Other,7,0,1,209.09,1,19,36.189
0,18400,62300,95869,DebtCon,Other,2,0,0,172.76,1,31,35.189
0,13700,74015,113766,DebtCon,Other,7,0,0,75.89,2,14,36.395
0,14900,72637,103297,DebtCon,Other,4,2,0,83.47,0,20,22.553
0,28800,204455,245685,HomeImp,Other,8,0,0,123.4,1,42,42.345
0,16500,44330,72618,DebtCon,Other,6,0,0,101.5,2,15,41.457
0,12900,55673,64582,DebtCon,Other,4,0,0,163.42,0,14,26.987
0,16000,77067,94613,DebtCon,Other,5,0,0,207.41,3,18,41.059
0,10800,80203,98731,DebtCon,Other,4,0,0,113.43,2,31,41.474
0,28800,30357,56776,DebtCon,Other,35,0,0,294.42,0,22,37.537
0,9400,51505,84178,HomeImp,Other,19,0,0,202.7,0,16,35.531
0,9300,54088,66961,DebtCon,Other,22,0,0,278.16,3,28,40.824
0,25100,24205,54464,DebtCon,Other,25,0,0,116.44,0,11,22.459
0,8700,68186,82518,HomeImp,Other,1,0,0,105.1,0,7,36.449
0,15600,27599,47615,HomeImp,Other,10,0,0,90.33,1,12,29.675
0,11200,93649,113833,DebtCon,Other,13,0,0,205.12,3,16,39.126
0,11400,50166,61395,DebtCon,Other,1,0,0,188.89,1,12,26.95
0,7000,74795,99149,HomeImp,Other,1,0,1,175.57,0,32,34.45
0,13400,60174,81944,DebtCon,Other,1,0,0,125.39,3,9,36.23
0,10200,78628,92090,DebtCon,Other,10,1,0,164.32,6,21,38.721
0,10300,45275,62724,HomeImp,Other,11,0,1,109.32,3,34,37.292
0,19800,13830,85587,DebtCon,Other,20,0,0,229.52,3,40,35.311
0,13400,53699,68084,DebtCon,Other,3,0,0,169.85,0,14,25.11
0,24100,57041,92081,DebtCon,Other,7,0,0,230.06,0,19,35.897
0,12800,73624,103213,DebtCon,Other,10,0,0,201.65,0,20,19.557
0,23400,72262,94646,DebtCon,Other,2,0,0,106,1,29,31.841
0,18100,89454,119019,DebtCon,Other,13,0,0,127.25,1,8,37.525
0,13000,80587,110064,DebtCon,Other,6,0,0,85.01,1,13,33.99
0,14200,71979,86443,DebtCon,Other,2,0,0,238.26,3,25,32.137
0,13900,80960,100730,DebtCon,Other,0,0,0,153.09,0,22,40.195
0,7700,20887,26958,DebtCon,Other,0,0,0,17.46,10,6,30.234
0,24700,23231,54024,DebtCon,Other,24,0,0,118.15,0,11,23.265
0,17500,17889,94453,DebtCon,Other,19,0,0,244.36,2,41,35.745
0,13200,70069,88303,DebtCon,Other,3,0,0,240.86,2,25,29.064
0,30800,195221,293118,DebtCon,Other,29,0,0,151.96,0,22,38.181
0,22900,61067,96306,DebtCon,Other,5,0,0,228.9,1,20,36.135
0,9100,47756,84022,HomeImp,Other,18,0,0,206.8,1,17,32.391
0,24900,17139,33269,DebtCon,Other,16,3,0,124.2,1,18,26.276
0,6700,55113,56486,HomeImp,Other,4,0,0,84.42,0,17,23.643
0,10500,60145,63268,HomeImp,Other,4,0,0,122.5,0,34,36.737
0,8700,77930,80164,HomeImp,Other,20,0,0,350.53,1,47,29.662
0,6200,73881,98550,HomeImp,Other,0,0,1,182.88,0,31,37.199
0,42100,21137,65676,DebtCon,Other,21,0,0,194.35,1,31,43.206
0,10800,56477,94980,HomeImp,Other,17,0,0,179.92,0,28,25.211
0,13100,59608,72561,HomeImp,Other,30,1,2,195.54,1,24,36.611
0,24200,22763,47622,DebtCon,Other,23,0,0,126.92,1,10,23.041
0,18600,72860,90347,DebtCon,Other,0,1,1,104.04,2,26,36.026
0,6900,70717,87466,HomeImp,Other,2,0,0,112.59,0,15,41.428
0,27500,54511,84470,DebtCon,Other,9,0,1,140.25,3,29,40.278
0,26100,20566,50534,DebtCon,Other,24,0,0,140.55,1,10,24.098
0,22900,41174,86851,HomeImp,Other,25,0,0,267.13,0,7,24.38
0,33200,23858,40268,DebtCon,Other,0,0,0,56.6,0,7,16.696
0,11000,88252,112567,DebtCon,Other,11,0,0,224.72,2,15,39.527
0,9000,79259,84322,HomeImp,Other,22,0,0,359.33,1,47,29.671
0,9400,61185,65302,DebtCon,Other,1,0,2,117.17,2,18,35.612
0,25900,201877,239546,HomeImp,Other,6,0,0,134.85,0,42,40.398
0,10400,37233,52320,DebtCon,Other,15,0,0,88.68,0,11,31.056
0,12200,57112,76050,DebtCon,Other,1,0,0,235.23,0,9,35.113
0,20500,76620,185666,,Other,8,0,0,360.64,1,16,33.754
0,27300,55973,93503,DebtCon,Other,22,0,1,167.74,0,19,26.21
0,16000,71670,84124,DebtCon,Other,10,0,0,81.6,3,12,32.949
0,7800,69662,80498,HomeImp,Other,4,0,0,100.43,0,14,42.807
0,7500,63573,80601,HomeImp,Other,4,0,0,111.44,0,14,41.773
0,21400,41671,103427,HomeImp,Other,6,0,0,122.15,0,15,31.615
0,11000,56795,70014,DebtCon,Other,3,0,1,319.8,0,10,33.596
0,5100,62702,79784,HomeImp,Other,2,0,0,108.07,0,15,43.29
0,23100,75837,183443,,Other,9,0,0,377.29,0,17,31.435
0,17100,22162,128989,DebtCon,Other,11,0,0,368,0,9,40.641
0,12900,61031,71550,HomeImp,Other,28,0,2,178.09,0,23,34.802
0,14100,54081,68577,DebtCon,Other,8,0,0,237.68,0,17,33.089
0,13100,50552,59889,DebtCon,Other,4,0,0,178.61,0,13,38.763
0,7000,78284,98214,HomeImp,Other,0,0,1,171.84,0,31,36.248
0,12400,31303,57444,,Other,29,0,0,246.72,0,18,20.206
0,12400,83018,96637,DebtCon,Other,2,0,0,95.9,2,32,41.245
0,38300,93255,144457,DebtCon,Other,10,0,0,73.66,1,36,41.939
0,11400,64934,74875,DebtCon,Other,3,0,0,192.31,2,16,34.344
